source_order,source_bq,source_artno,link_code,model_number,buyer_intent,keyword_cluster,title,primary_color,hero_angle,hero_source_anchor,main_image_roles,detail_focus,source_main_count,source_detail_count,source_color_count,facts_source,asset_folder,image_status,cdn_status,excel_status
33,BQ033,T5503,BQ033-R1,BQ033-R1 / T5503,Daily Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Lace-Up Casual Walking Shoes Lightweight Daily Walking Collection for Online Sellers,Grey,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"walking, commuting and casual footwear buyers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
33,BQ033,T5503,BQ033-O1,BQ033-O1 / T5503,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Lace-Up Casual Walking Shoes Lightweight Factory Supply for Brand Buyers,Off White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503\01_主图\03_structure.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
34,BQ034,T5505,BQ034-W1,BQ034-W1 / T5505,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Knit Slip-On Walking Shoes Lightweight EVA Sole Casual Shoes for Men and for Importers and Wholesalers,Black,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
34,BQ034,T5505,BQ034-R1,BQ034-R1 / T5505,Travel and Commuting Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Knit Slip-On Walking Shoes Lightweight EVA Sole Travel and Commuting Collection for Online Sellers,Grey,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"travel, commuting and daily-casual footwear buyers, use scenario, visible comfort structure, color collection",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
34,BQ034,T5505,BQ034-O1,BQ034-O1 / T5505,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Knit Slip-On Walking Shoes Lightweight EVA Sole Casual Shoes Factory Supply for Brand Buyers,Brown,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505\01_主图\03_structure.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ034_T5505,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
35,BQ035,A001,BQ035-W1,BQ035-W1 / A001,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Men's Knit Backless Slip-On Mule Shoes Lightweight Casual Walking Clogs for Importers and Wholesalers,Grey,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
35,BQ035,A001,BQ035-R1,BQ035-R1 / A001,Travel and Commuting Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Men's Knit Backless Slip-On Mule Shoes Travel and Commuting Collection for Online Sellers,Deep Blue,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"travel, commuting and daily-casual footwear buyers, use scenario, visible comfort structure, color collection",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
35,BQ035,A001,BQ035-O1,BQ035-O1 / A001,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Men's Knit Backless Slip-On Mule Shoes Lightweight Casual Factory Supply for Brand Buyers,Grey,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001\01_主图\03_structure.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ035_A001,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
36,BQ036,8025,BQ036-W1,BQ036-W1 / 8025,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale High Top Knit Sock Sneakers Slip-On EVA Sole Casual Walking Shoes for Men for Importers and Wholesalers,Black/White,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
36,BQ036,8025,BQ036-R1,BQ036-R1 / 8025,Seasonal High Top Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct High Top Knit Sock Sneakers Slip-On EVA Sole Casual Seasonal High Top Collection for Online Sellers,All Black,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"seasonal footwear importers and online sellers, use scenario, visible comfort structure, color collection",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
36,BQ036,8025,BQ036-O1,BQ036-O1 / 8025,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label High Top Knit Sock Sneakers Slip-On EVA Sole Casual Walking Factory Supply for Brand Buyers,Black/White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025\01_主图\03_structure.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ036_8025,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
37,BQ037,H7116,BQ037-W1,BQ037-W1 / H7116,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Knit Lace-Up Casual Shoes Rubber Toe Cap EVA Sole Walking Sneakers with for Importers and Wholesalers,Black/White,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,7,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
37,BQ037,H7116,BQ037-R1,BQ037-R1 / H7116,Seasonal High Top Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Knit Lace-Up Casual Shoes Rubber Toe Cap EVA Sole Seasonal High Top Collection for Online Sellers,Grey,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"seasonal footwear importers and online sellers, use scenario, visible comfort structure, color collection",6,6,7,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
37,BQ037,H7116,BQ037-O1,BQ037-O1 / H7116,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Knit Lace-Up Casual Shoes Rubber Toe Cap EVA Sole Walking Factory Supply for Brand Buyers,White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116\01_主图\03_structure.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,7,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ037_H7116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
38,BQ038,M889,BQ038-W1,BQ038-W1 / M889,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Knit Lace-Up Chunky Sole Walking Shoes EVA Cushion Casual Sneakers with for Importers and Wholesalers,Black/White,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
38,BQ038,M889,BQ038-R1,BQ038-R1 / M889,Seasonal High Top Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Knit Lace-Up Chunky Sole Walking Shoes EVA Cushion Seasonal High Top Collection for Online Sellers,White,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"seasonal footwear importers and online sellers, use scenario, visible comfort structure, color collection",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
38,BQ038,M889,BQ038-O1,BQ038-O1 / M889,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Knit Lace-Up Chunky Sole Walking Shoes EVA Cushion Casual Factory Supply for Brand Buyers,All Black,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889\01_主图\03_structure.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ038_M889,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
39,BQ039,155,BQ039-W1,BQ039-W1 / 155,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale High Top Knit Sock Sneakers Slip-On Segmented Sole Casual Shoes for Men and for Importers and Wholesalers,Black,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155\01_主图\00_main_clean.png,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",7,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
39,BQ039,155,BQ039-R1,BQ039-R1 / 155,Seasonal High Top Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct High Top Knit Sock Sneakers Slip-On Segmented Sole Seasonal High Top Collection for Online Sellers,Red,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"seasonal footwear importers and online sellers, use scenario, visible comfort structure, color collection",7,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
39,BQ039,155,BQ039-O1,BQ039-O1 / 155,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label High Top Knit Sock Sneakers Slip-On Segmented Sole Casual Factory Supply for Brand Buyers,Black,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",7,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ039_155,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
40,BQ040,1689,BQ040-W1,BQ040-W1 / 1689,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Knit Slip-On Walking Shoes MD Foam Segmented Sole Lightweight Casual for Importers and Wholesalers,Black/White,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689\01_主图\00_main_clean.png,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",7,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
40,BQ040,1689,BQ040-R1,BQ040-R1 / 1689,Travel and Commuting Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Knit Slip-On Walking Shoes MD Foam Segmented Sole Travel and Commuting Collection for Online Sellers,Grey,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"travel, commuting and daily-casual footwear buyers, use scenario, visible comfort structure, color collection",7,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
40,BQ040,1689,BQ040-O1,BQ040-O1 / 1689,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Knit Slip-On Walking Shoes MD Foam Segmented Sole Lightweight Factory Supply for Brand Buyers,All Black,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",7,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ040_1689,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
41,BQ041,202,BQ041-W1,BQ041-W1 / 202,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Model 202 Kids Knit Slip-On Walking Shoes Casual Sneakers EU 31-40 for Importers and Wholesalers,Black/White/Gold,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202\01_主图\00_main_clean.png,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",12,17,10,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
41,BQ041,202,BQ041-R1,BQ041-R1 / 202,Kids Casual Shoe Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Model 202 Kids Knit Slip-On Walking Shoes Casual Kids Casual Shoe Collection for Online Sellers,Royal Blue/Gold,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"children footwear distributors and online sellers, use scenario, visible comfort structure, color collection",12,17,10,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
41,BQ041,202,BQ041-O1,BQ041-O1 / 202,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Model 202 Kids Knit Slip-On Walking Shoes Casual Sneakers EU Factory Supply for Brand Buyers,Purple/Gold,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202\01_主图\01_main_square_clean.png,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",12,17,10,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ041_202,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
42,BQ042,206,BQ042-W1,BQ042-W1 / 206,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Sneakers EU 35-45 for Importers and Wholesalers,Black/White,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",13,11,10,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
42,BQ042,206,BQ042-R1,BQ042-R1 / 206,Daily Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Daily Walking Collection for Online Sellers,Beige,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206\01_主图\01_main_clean.png,hero | differentiator | construction | use scene | color | order support,"walking, commuting and casual footwear buyers, use scenario, visible comfort structure, color collection",13,11,10,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
42,BQ042,206,BQ042-O1,BQ042-O1 / 206,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Factory Supply for Brand Buyers,All Black,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",13,11,10,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ042_206,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
43,BQ043,8008,BQ043-W1,BQ043-W1 / 8008,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Model 8008 Knit Lace-Up Chunky Sole Walking Shoes EVA Casual Sneakers EU for Importers and Wholesalers,Grey,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
43,BQ043,8008,BQ043-R1,BQ043-R1 / 8008,Daily Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Model 8008 Knit Lace-Up Chunky Sole Walking Shoes EVA Daily Walking Collection for Online Sellers,Black/White,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"walking, commuting and casual footwear buyers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
43,BQ043,8008,BQ043-O1,BQ043-O1 / 8008,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Model 8008 Knit Lace-Up Chunky Sole Walking Shoes EVA Casual Factory Supply for Brand Buyers,White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008\01_主图\03_structure.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ043_8008,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
